day,month,farm,block,row#,tree#,treatment,pollenmix,uid,no.visits,final,year,seedcount,age,carpel 1,carpel 2,carpel 3,carpel 4,carpel 5,carpel 6,carpel 7,carpel 8,carpel 9,measurer,seeds
28,9,fastfruit,pit,6,70,hp,PL_mix,289pit_HP_fs104,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,6,70,hp,PL_mix,289pit_HP_fs105,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,6,71,hp,PL_mix,289pit_HP_fs106,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,6,85,hp,PL_mix,289pit_HP_fs106a,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,6,71,hp,PL_mix,289pit_HP_fs107,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,6,85,hp,PL_mix,289pit_HP_fs107a,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,6,85,hp,PL_mix,289pit_HP_fs108,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,7,71,hp,PL_mix,289pit_HP_fs112,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,7,71,hp,PL_mix,289pit_HP_fs113,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,7,71,hp,PL_mix,289pit_HP_fs114,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,7,71,hp,PL_mix,289pit_HP_fs115,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,7,71,hp,PL_mix,289pit_HP_fs116,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,8,82,hp,PL_mix,289pit_HP_fs119,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,8,82,hp,PL_mix,289pit_HP_fs120,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,6,71,o,na,299pit_O_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,6,95,o,na,299pit_O_fs10,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,8,85,o,na,299pit_O_fs11,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,8,85,o,na,299pit_O_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,7,71,o,na,299pit_O_fs13,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,7,71,o,na,299pit_O_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,7,28,o,na,299pit_O_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,7,28,o,na,299pit_O_fs16,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,12,88,o,na,299pit_O_fs18,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,16,34,o,na,299pit_O_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,6,71,o,na,299pit_O_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,16,34,o,na,299pit_O_fs20,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,6,70,o,na,299pit_O_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,6,70,o,na,299pit_O_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,5,70,o,na,299pit_O_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,5,70,o,na,299pit_O_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,6,85,o,na,299pit_O_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,6,85,o,na,299pit_O_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,fastfruit,pit,6,95,o,na,299pit_O_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,30,84,hp,PL_mix,299v1_HP_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,58,43,hp,PL_mix,299v1_HP_fs10,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,30,84,hp,mix,299v1_HP_fs103,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,30,84,hp,mix,299v1_HP_fs104,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,30,84,hp,mix,299v1_HP_fs105,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,58,43,hp,mix,299v1_HP_fs109,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,59,44,hp,PL_mix,299v1_HP_fs11,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,62,35,hp,mix,299v1_HP_fs115,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,62,6,hp,mix,299v1_HP_fs117,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,62,6,hp,mix,299v1_HP_fs118,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,62,6,hp,mix,299v1_HP_fs119,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,59,44,hp,PL_mix,299v1_HP_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,63,36,hp,mix,299v1_HP_fs120,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,63,36,hp,mix,299v1_HP_fs121,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,63,36,hp,mix,299v1_HP_fs122,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,59,44,hp,PL_mix,299v1_HP_fs13,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,59,37,hp,PL_mix,299v1_HP_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,62,28,hp,PL_mix,299v1_HP_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,62,28,hp,PL_mix,299v1_HP_fs16,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,62,28,hp,PL_mix,299v1_HP_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,62,6,hp,PL_mix,299v1_HP_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,62,6,hp,PL_mix,299v1_HP_fs20,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,30,84,hp,PL_mix,299v1_HP_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,30,84,hp,PL_mix,299v1_HP_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,34,129,hp,PL_mix,299v1_HP_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,37,57,hp,PL_mix,299v1_HP_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,58,43,hp,PL_mix,299v1_HP_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,9,ausfarm,v1,58,43,hp,PL_mix,299v1_HP_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,10,34,hp,mix,309acr_HP_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,24,hp,mix,309acr_HP_fs10,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,21,49,hp,PL_mix,309acr_HP_fs102,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,44,hp,PL_mix,309acr_HP_fs107,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,44,hp,PL_mix,309acr_HP_fs108,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,44,hp,PL_mix,309acr_HP_fs109,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,24,hp,PL_mix,309acr_HP_fs111,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,24,hp,PL_mix,309acr_HP_fs112,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,24,hp,PL_mix,309acr_HP_fs113,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,27,65,hp,PL_mix,309acr_HP_fs116,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,27,65,hp,PL_mix,309acr_HP_fs117,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,24,hp,mix,309acr_HP_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,40,21,hp,PL_mix,309acr_HP_fs123,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,33,34,hp,mix,309acr_HP_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,34,22,hp,mix,309acr_HP_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,10,34,hp,mix,309acr_HP_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,40,21,hp,mix,309acr_HP_fs23,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,21,49,hp,mix,309acr_HP_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,10,34,o,na,309acr_O_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,27,65,o,na,309acr_O_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,33,34,o,na,309acr_O_fs13,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,33,34,o,na,309acr_O_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,33,34,o,na,309acr_O_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,33,34,o,na,309acr_O_fs16,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,34,22,o,na,309acr_O_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,10,34,o,na,309acr_O_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,40,21,o,na,309acr_O_fs20,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,40,21,o,na,309acr_O_fs21,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,40,21,o,na,309acr_O_fs22,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,51,2,o,na,309acr_O_fs23,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,51,2,o,na,309acr_O_fs24,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,21,49,o,na,309acr_O_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,21,49,o,na,309acr_O_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,44,o,na,309acr_O_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,24,o,na,309acr_O_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,9,ausfarm,acr,22,24,o,na,309acr_O_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,5,76,o,na,310cos_O_fs_a002,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,8,111,o,na,310cos_O_fs_a004,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,22,94,o,na,310cos_O_fs_a005,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,22,94,o,na,310cos_O_fs_a006,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,21,29,o,na,310cos_O_fs_a007,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,21,29,o,na,310cos_O_fs_a008,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,23,80,o,na,310cos_O_fs_a009,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,23,80,o,na,310cos_O_fs_a010,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,37,12,o,na,310cos_O_fs_a011,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,37,12,o,na,310cos_O_fs_a012,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,40,14,o,na,310cos_O_fs_a013,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,40,14,o,na,310cos_O_fs_a014,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,48,38,o,na,310cos_O_fs_a015,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,48,38,o,na,310cos_O_fs_a016,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,56,42,o,na,310cos_O_fs_a017,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,56,42,o,na,310cos_O_fs_a018,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,37,70,o,na,310cos_O_fs_a019,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,37,70,o,na,310cos_O_fs_a020,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,5,76,o,na,310cos_O_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,37,12,o,na,310cos_O_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,40,14,o,na,310cos_O_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,56,42,o,na,310cos_O_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,56,42,o,na,310cos_O_fs18,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,37,70,o,na,310cos_O_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,5,76,o,na,310cos_O_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,8,111,o,na,310cos_O_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,8,111,o,na,310cos_O_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,22,94,o,na,310cos_O_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,22,94,o,na,310cos_O_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,21,29,o,na,310cos_O_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,21,29,o,na,310cos_O_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,rizzatto,cos,23,80,o,na,310cos_O_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,3,22,c,na,310hb2_C_fs001,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,3,22,c,na,310hb2_C_fs002,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,3,30,c,na,310hb2_C_fs003,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,3,30,c,na,310hb2_C_fs004,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,2,45,c,na,310hb2_C_fs005,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,2,45,c,na,310hb2_C_fs006,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,2,76,c,na,310hb2_C_fs007,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,2,76,c,na,310hb2_C_fs008,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,5,47,c,na,310hb2_C_fs009,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,5,47,c,na,310hb2_C_fs010,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,5,41,c,na,310hb2_C_fs011,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,5,41,c,na,310hb2_C_fs012,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,5,17,c,na,310hb2_C_fs013,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,5,17,c,na,310hb2_C_fs014,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,14,50,c,na,310hb2_C_fs015,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,14,50,c,na,310hb2_C_fs016,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,13,54,c,na,310hb2_C_fs017,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,13,54,c,na,310hb2_C_fs018,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,13,76,c,na,310hb2_C_fs019,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,aeroview,hb2,13,76,c,na,310hb2_C_fs020,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,62,6,c,na,310v1_C_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,59,37,c,na,310v1_C_fs10,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,59,44,c,na,310v1_C_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,58,43,c,na,310v1_C_fs13,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,58,43,c,na,310v1_C_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,37,57,c,na,310v1_C_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,34,129,c,na,310v1_C_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,34,129,c,na,310v1_C_fs18,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,30,84,c,na,310v1_C_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,62,6,c,na,310v1_C_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,30,84,c,na,310v1_C_fs20,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,62,28,c,na,310v1_C_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,62,28,c,na,310v1_C_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,62,35,c,na,310v1_C_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,62,35,c,na,310v1_C_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,63,36,c,na,310v1_C_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,63,36,c,na,310v1_C_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,10,ausfarm,v1,59,37,c,na,310v1_C_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,10,34,c,na,410acr_C_fs001,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,10,34,c,na,410acr_C_fs002,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,10,34,c,na,410acr_C_fs003,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,21,49,c,na,410acr_C_fs004,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,21,49,c,na,410acr_C_fs005,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,21,49,c,na,410acr_C_fs006,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,22,24,c,na,410acr_C_fs007,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,22,24,c,na,410acr_C_fs008,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
